datetime,water_level,pressure,water_temp
2022-08-17 18:00:00,1.836,1015.5,23.4
2022-08-17 19:00:00,1.624,1014.9,23.4
2022-08-17 20:00:00,1.287,1014.3,23.4
2022-08-17 21:00:00,0.953,1013.7,23.3
2022-08-17 22:00:00,0.734,1013.7,23.5
2022-08-17 23:00:00,0.586,1013.7,23.5
2022-08-18 00:00:00,0.551,1013.7,23.5
2022-08-18 01:00:00,0.729,1014.1,23.5
2022-08-18 02:00:00,0.909,1015.0,23.6
2022-08-18 03:00:00,1.197,1014.4,23.3
2022-08-18 04:00:00,1.392,1013.7,23.4
2022-08-18 05:00:00,1.555,1013.5,23.4
2022-08-18 06:00:00,1.6,1013.0,23.3
2022-08-18 07:00:00,1.446,1012.9,23.3
2022-08-18 08:00:00,1.154,1012.9,23.3
2022-08-18 09:00:00,0.804,1013.1,23.2
2022-08-18 10:00:00,0.571,1013.2,23.2
2022-08-18 11:00:00,0.403,1013.7,23.1
2022-08-18 12:00:00,0.335,1013.8,23.2
2022-08-18 13:00:00,0.419,1013.6,23.3
2022-08-18 14:00:00,0.728,1013.2,23.5
2022-08-18 15:00:00,1.073,1012.9,23.5
2022-08-18 16:00:00,1.354,1012.5,23.6
2022-08-18 17:00:00,1.525,1012.3,23.5
2022-08-18 18:00:00,1.64,1012.1,23.6
2022-08-18 19:00:00,1.576,1011.5,23.5
2022-08-18 20:00:00,1.353,1011.4,23.9
2022-08-18 21:00:00,1.072,1011.7,23.6
2022-08-18 22:00:00,0.807,1012.0,23.8
2022-08-18 23:00:00,0.638,1012.1,24.0
2022-08-19 00:00:00,0.47,1012.7,23.9
2022-08-19 01:00:00,0.405,1013.3,23.8
2022-08-19 02:00:00,0.514,1014.0,23.7
2022-08-19 03:00:00,0.721,1014.4,23.7
2022-08-19 04:00:00,0.976,1014.9,23.7
2022-08-19 05:00:00,1.178,1015.3,23.5
2022-08-19 06:00:00,1.282,1015.6,23.4
2022-08-19 07:00:00,1.307,1015.8,23.5
2022-08-19 08:00:00,1.153,1016.1,23.5
2022-08-19 09:00:00,0.939,1016.4,23.4
2022-08-19 10:00:00,0.674,1016.8,23.5
2022-08-19 11:00:00,0.491,1017.4,23.4
2022-08-19 12:00:00,0.362,1018.2,23.4
2022-08-19 13:00:00,0.354,1018.6,23.6
2022-08-19 14:00:00,0.513,1018.8,23.9
2022-08-19 15:00:00,0.806,1018.7,23.9
2022-08-19 16:00:00,1.115,1018.5,23.9
2022-08-19 17:00:00,1.31,1018.0,23.8
2022-08-19 18:00:00,1.483,1017.7,23.8
2022-08-19 19:00:00,1.573,1018.1,23.9
2022-08-19 20:00:00,1.509,1017.8,23.7
2022-08-19 21:00:00,1.266,1017.8,23.8
2022-08-19 22:00:00,1.009,1017.6,23.8
2022-08-19 23:00:00,0.751,1017.8,23.8
2022-08-20 00:00:00,0.597,1017.9,23.9
2022-08-20 01:00:00,0.495,1018.6,23.9
2022-08-20 02:00:00,0.441,1019.3,24.0
2022-08-20 03:00:00,0.547,1019.6,24.0
2022-08-20 04:00:00,0.723,1019.9,24.1
2022-08-20 05:00:00,0.963,1020.1,23.8
2022-08-20 06:00:00,1.147,1020.3,23.7
2022-08-20 07:00:00,1.23,1020.5,23.6
2022-08-20 08:00:00,1.223,1020.7,23.7
2022-08-20 09:00:00,1.089,1020.4,23.7
2022-08-20 10:00:00,0.909,1020.7,23.7
2022-08-20 11:00:00,0.668,1021.0,23.8
2022-08-20 12:00:00,0.52,1021.2,23.8
2022-08-20 13:00:00,0.4,1021.7,23.9
2022-08-20 14:00:00,0.401,1022.0,23.8
2022-08-20 15:00:00,0.564,1022.0,24.2
2022-08-20 16:00:00,0.843,1021.8,24.2
2022-08-20 17:00:00,1.105,1021.2,24.2
2022-08-20 18:00:00,1.331,1021.0,24.1
2022-08-20 19:00:00,1.451,1020.5,24.0
2022-08-20 20:00:00,1.525,1020.4,24.2
2022-08-20 21:00:00,1.426,1020.4,24.1
2022-08-20 22:00:00,1.219,1020.6,24.0
2022-08-20 23:00:00,0.958,1020.4,24.0
2022-08-21 00:00:00,0.765,1020.5,24.0
2022-08-21 01:00:00,0.597,1020.8,24.2
2022-08-21 02:00:00,0.457,1021.0,24.3
2022-08-21 03:00:00,0.409,1020.9,24.3
2022-08-21 04:00:00,0.557,1020.9,24.3
2022-08-21 05:00:00,0.804,1020.7,24.3
2022-08-21 06:00:00,1.065,1020.3,24.3
2022-08-21 07:00:00,1.24,1020.5,23.7
2022-08-21 08:00:00,1.276,1020.5,23.9
2022-08-21 09:00:00,1.244,1020.8,24.0
2022-08-21 10:00:00,1.109,1021.0,24.0
2022-08-21 11:00:00,0.954,1021.2,24.0
2022-08-21 12:00:00,0.744,1021.4,23.9
2022-08-21 13:00:00,0.596,1020.9,24.0
2022-08-21 14:00:00,0.51,1020.8,24.1
2022-08-21 15:00:00,0.522,1020.7,24.2
2022-08-21 16:00:00,0.677,1020.8,24.2
2022-08-21 17:00:00,0.939,1020.3,24.3
2022-08-21 18:00:00,1.237,1020.1,24.1
2022-08-21 19:00:00,1.446,1019.7,24.2
2022-08-21 20:00:00,1.547,1019.2,24.2
2022-08-21 21:00:00,1.525,1018.5,24.3
2022-08-21 22:00:00,1.431,1017.8,24.1
2022-08-21 23:00:00,1.271,1017.5,24.0
2022-08-22 00:00:00,1.069,1017.3,24.0
2022-08-22 01:00:00,0.875,1017.5,24.0
2022-08-22 02:00:00,0.693,1017.5,24.1
2022-08-22 03:00:00,0.479,1017.0,24.1
2022-08-22 04:00:00,0.42,1016.9,24.1
2022-08-22 05:00:00,0.61,1016.7,24.2
2022-08-22 06:00:00,0.872,1016.6,24.2
2022-08-22 07:00:00,1.122,1016.0,24.1
2022-08-22 08:00:00,1.25,1015.5,24.0
2022-08-22 09:00:00,1.318,1014.5,23.9
2022-08-22 10:00:00,1.297,1014.4,23.9
2022-08-22 11:00:00,1.16,1014.6,23.9
2022-08-22 12:00:00,1.033,1014.4,23.9
2022-08-22 13:00:00,0.857,1014.2,24.0
2022-08-22 14:00:00,0.704,1014.1,24.1
2022-08-22 15:00:00,0.575,1013.7,24.1
2022-08-22 16:00:00,0.582,1013.6,24.1
2022-08-22 17:00:00,0.741,1012.9,24.3
2022-08-22 18:00:00,0.983,1012.5,24.5
2022-08-22 19:00:00,1.294,1011.5,24.1
2022-08-22 20:00:00,1.515,1011.3,24.1
2022-08-22 21:00:00,1.608,1010.8,24.1
2022-08-22 22:00:00,1.604,1010.5,24.1
2022-08-22 23:00:00,1.491,1010.1,24.0
2022-08-23 00:00:00,1.288,1010.4,24.0
2022-08-23 01:00:00,1.048,1010.8,24.0
2022-08-23 02:00:00,0.801,1010.9,24.0
2022-08-23 03:00:00,0.581,1011.0,24.2
2022-08-23 04:00:00,0.412,1010.4,24.2
2022-08-23 05:00:00,0.404,1009.8,24.2
2022-08-23 06:00:00,0.655,1009.6,24.2
2022-08-23 07:00:00,0.879,1009.4,24.2
2022-08-23 08:00:00,1.083,1009.4,24.3
2022-08-23 09:00:00,1.22,1009.0,24.0
2022-08-23 10:00:00,1.343,1009.2,24.0
2022-08-23 11:00:00,1.352,1009.7,24.0
2022-08-23 12:00:00,1.229,1010.1,24.1
2022-08-23 13:00:00,1.037,1010.0,24.2
2022-08-23 14:00:00,0.751,1010.3,24.1
2022-08-23 15:00:00,0.599,1010.3,24.2
2022-08-23 16:00:00,0.513,1009.9,24.3
2022-08-23 17:00:00,0.563,1009.5,24.6
2022-08-23 18:00:00,0.76,1009.2,24.8
2022-08-23 19:00:00,1.076,1009.0,24.6
2022-08-23 20:00:00,1.377,1008.7,24.3
2022-08-23 21:00:00,1.575,1008.7,24.4
2022-08-23 22:00:00,1.641,1009.0,24.5
2022-08-23 23:00:00,1.65,1009.5,24.7
2022-08-24 00:00:00,1.521,1010.5,24.4
2022-08-24 01:00:00,1.276,1011.3,24.4
2022-08-24 02:00:00,0.93,1011.9,24.4
2022-08-24 03:00:00,0.664,1012.0,24.4
2022-08-24 04:00:00,0.457,1012.3,24.5
2022-08-24 05:00:00,0.338,1012.5,24.3
2022-08-24 06:00:00,0.369,1012.4,24.3
2022-08-24 07:00:00,0.577,1012.6,24.4
2022-08-24 08:00:00,0.832,1012.9,24.3
2022-08-24 09:00:00,1.078,1013.4,24.0
2022-08-24 10:00:00,1.239,1013.7,24.1
2022-08-24 11:00:00,1.31,1014.3,24.1
2022-08-24 12:00:00,1.278,1014.9,24.1
2022-08-24 13:00:00,1.103,1015.3,24.1
2022-08-24 14:00:00,0.881,1015.4,24.2
2022-08-24 15:00:00,0.626,1015.6,24.4
2022-08-24 16:00:00,0.487,1015.1,24.4
2022-08-24 17:00:00,0.394,1014.7,24.7
2022-08-24 18:00:00,0.406,1014.2,24.7
2022-08-24 19:00:00,0.688,1014.0,24.7
2022-08-24 20:00:00,1.078,1013.9,24.8
2022-08-24 21:00:00,1.397,1013.7,24.3
2022-08-24 22:00:00,1.564,1013.9,24.4
2022-08-24 23:00:00,1.613,1014.0,24.5
2022-08-25 00:00:00,1.563,1014.3,24.5
2022-08-25 01:00:00,1.405,1014.9,24.5
2022-08-25 02:00:00,1.147,1015.3,24.5
2022-08-25 03:00:00,0.799,1015.8,24.3
2022-08-25 04:00:00,0.522,1016.2,24.4
2022-08-25 05:00:00,0.319,1016.6,24.4
2022-08-25 06:00:00,0.22,1016.5,24.4
2022-08-25 07:00:00,0.306,1016.4,24.4
2022-08-25 08:00:00,0.571,1016.5,24.4
2022-08-25 09:00:00,0.872,1016.1,24.4
2022-08-25 10:00:00,1.164,1016.6,24.2
2022-08-25 11:00:00,1.334,1017.2,24.2
2022-08-25 12:00:00,1.414,1017.5,24.2
2022-08-25 13:00:00,1.299,1017.7,24.3
2022-08-25 14:00:00,1.051,1018.0,24.3
2022-08-25 15:00:00,0.767,1017.9,24.6
2022-08-25 16:00:00,0.539,1017.7,24.4
2022-08-25 17:00:00,0.41,1017.2,24.9
2022-08-25 18:00:00,0.338,1016.9,25.0
2022-08-25 19:00:00,0.454,1016.5,25.2
2022-08-25 20:00:00,0.775,1016.2,25.3
2022-08-25 21:00:00,1.176,1016.0,24.8
2022-08-25 22:00:00,1.474,1016.0,24.6
2022-08-25 23:00:00,1.641,1016.0,24.7
2022-08-26 00:00:00,1.683,1016.3,24.8
2022-08-26 01:00:00,1.586,1017.1,24.6
2022-08-26 02:00:00,1.309,1017.1,24.6
2022-08-26 03:00:00,0.991,1016.6,24.5
2022-08-26 04:00:00,0.651,1016.6,24.4
2022-08-26 05:00:00,0.426,1016.6,24.4
2022-08-26 06:00:00,0.264,1016.0,24.5
2022-08-26 07:00:00,0.223,1015.6,24.5
2022-08-26 08:00:00,0.434,1015.4,24.6
2022-08-26 09:00:00,0.703,1015.3,24.6
2022-08-26 10:00:00,1.071,1015.0,24.4
2022-08-26 11:00:00,1.335,1014.8,24.4
2022-08-26 12:00:00,1.505,1014.5,24.4
2022-08-26 13:00:00,1.509,1014.7,24.5
2022-08-26 14:00:00,1.346,1014.3,24.5
2022-08-26 15:00:00,1.055,1014.3,24.6
2022-08-26 16:00:00,0.753,1013.8,24.8
2022-08-26 17:00:00,0.53,1013.0,25.2
2022-08-26 18:00:00,0.374,1012.4,25.0
2022-08-26 19:00:00,0.362,1011.7,24.9
2022-08-26 20:00:00,0.57,1011.1,25.0
2022-08-26 21:00:00,0.97,1010.6,24.8
2022-08-26 22:00:00,1.374,1010.8,24.7
2022-08-26 23:00:00,1.594,1011.0,24.7
2022-08-27 00:00:00,1.661,1011.8,24.7
2022-08-27 01:00:00,1.643,1012.5,24.6
2022-08-27 02:00:00,1.457,1013.0,24.5
2022-08-27 03:00:00,1.16,1013.2,24.6
2022-08-27 04:00:00,0.822,1013.4,24.5
2022-08-27 05:00:00,0.552,1013.4,24.5
2022-08-27 06:00:00,0.321,1013.1,24.5
2022-08-27 07:00:00,0.145,1013.1,24.5
2022-08-27 08:00:00,0.124,1013.3,24.6
2022-08-27 09:00:00,0.409,1013.6,24.6
2022-08-27 10:00:00,0.802,1014.0,24.6
2022-08-27 11:00:00,1.195,1014.5,24.6
2022-08-27 12:00:00,1.394,1015.4,24.6
2022-08-27 13:00:00,1.484,1015.9,24.5
2022-08-27 14:00:00,1.426,1016.2,24.5
2022-08-27 15:00:00,1.203,1016.4,24.6
2022-08-27 16:00:00,0.877,1016.4,24.6
2022-08-27 17:00:00,0.569,1016.0,24.9
2022-08-27 18:00:00,0.363,1015.8,25.1
2022-08-27 19:00:00,0.239,1015.3,25.0
2022-08-27 20:00:00,0.313,1015.0,25.2
2022-08-27 21:00:00,0.653,1015.4,25.2
2022-08-27 22:00:00,1.097,1016.0,25.1
2022-08-27 23:00:00,1.451,1016.5,24.8
2022-08-28 00:00:00,1.636,1017.0,24.7
2022-08-28 01:00:00,1.689,1017.6,24.8
2022-08-28 02:00:00,1.622,1018.1,24.7
2022-08-28 03:00:00,1.42,1018.7,24.7
2022-08-28 04:00:00,1.097,1018.8,24.7
2022-08-28 05:00:00,0.745,1018.9,24.6
2022-08-28 06:00:00,0.486,1019.1,24.6
2022-08-28 07:00:00,0.281,1019.4,24.6
2022-08-28 08:00:00,0.151,1019.3,24.6
2022-08-28 09:00:00,0.339,1019.6,24.7
2022-08-28 10:00:00,0.758,1020.3,24.7
2022-08-28 11:00:00,1.171,1021.1,24.6
2022-08-28 12:00:00,1.441,1021.7,24.7
2022-08-28 13:00:00,1.6,1022.2,24.7
2022-08-28 14:00:00,1.651,1022.5,24.6
2022-08-28 15:00:00,1.527,1022.3,24.6
2022-08-28 16:00:00,1.219,1022.2,24.6
2022-08-28 17:00:00,0.853,1021.9,24.7
2022-08-28 18:00:00,0.586,1021.7,24.7
2022-08-28 19:00:00,0.414,1021.3,24.9
2022-08-28 20:00:00,0.305,1020.7,24.9
2022-08-28 21:00:00,0.441,1020.7,24.9
2022-08-28 22:00:00,0.822,1020.4,24.9
2022-08-28 23:00:00,1.253,1020.4,24.8
2022-08-29 00:00:00,1.57,1020.3,24.8
2022-08-29 01:00:00,1.717,1020.7,24.7
2022-08-29 02:00:00,1.756,1020.9,24.6
2022-08-29 03:00:00,1.648,1021.0,24.6
2022-08-29 04:00:00,1.347,1021.1,24.5
2022-08-29 05:00:00,0.985,1021.2,24.5
2022-08-29 06:00:00,0.649,1021.1,24.5
2022-08-29 07:00:00,0.403,1020.8,24.5
2022-08-29 08:00:00,0.195,1020.5,24.6
2022-08-29 09:00:00,0.172,1020.3,24.6
2022-08-29 10:00:00,0.496,1020.6,24.6
2022-08-29 11:00:00,0.91,1020.8,24.7
2022-08-29 12:00:00,1.281,1021.1,24.7
2022-08-29 13:00:00,1.503,1021.2,24.7
2022-08-29 14:00:00,1.632,1021.4,24.7
2022-08-29 15:00:00,1.63,1021.1,24.7
2022-08-29 16:00:00,1.413,1020.7,24.7
2022-08-29 17:00:00,1.051,1019.9,24.8
2022-08-29 18:00:00,0.691,1019.0,24.8
2022-08-29 19:00:00,0.459,1018.6,25.1
2022-08-29 20:00:00,0.298,1018.0,25.2
2022-08-29 21:00:00,0.25,1017.4,25.1
2022-08-29 22:00:00,0.542,1017.4,25.0
2022-08-29 23:00:00,0.985,1017.4,25.2
2022-08-30 00:00:00,1.386,1017.1,24.8
2022-08-30 01:00:00,1.585,1017.7,24.9
2022-08-30 02:00:00,1.631,1017.3,24.8
2022-08-30 03:00:00,1.596,1017.2,24.7
2022-08-30 04:00:00,1.424,1016.6,24.7
2022-08-30 05:00:00,1.158,1017.0,24.7
2022-08-30 06:00:00,0.808,1016.4,24.7
2022-08-30 07:00:00,0.523,1015.7,24.7
2022-08-30 08:00:00,0.256,1015.4,24.7
2022-08-30 09:00:00,0.108,1015.3,24.7
2022-08-30 10:00:00,0.253,1015.4,24.8
2022-08-30 11:00:00,0.658,1015.3,24.8
2022-08-30 12:00:00,1.075,1014.5,24.9
2022-08-30 13:00:00,1.386,1014.2,24.9
2022-08-30 14:00:00,1.591,1014.1,24.9
2022-08-30 15:00:00,1.731,1013.5,24.9
2022-08-30 16:00:00,1.679,1013.0,24.8
2022-08-30 17:00:00,1.387,1011.7,24.8
2022-08-30 18:00:00,0.996,1011.0,24.9
2022-08-30 19:00:00,0.645,1009.9,24.9
2022-08-30 20:00:00,0.448,1009.0,25.2
2022-08-30 21:00:00,0.351,1008.5,25.2
2022-08-30 22:00:00,0.466,1008.1,25.2
2022-08-30 23:00:00,0.804,1007.9,25.1
2022-08-31 00:00:00,1.18,1007.5,24.9
2022-08-31 01:00:00,1.46,1008.3,24.9
2022-08-31 02:00:00,1.582,1009.2,25.1
2022-08-31 03:00:00,1.627,1008.6,25.1
2022-08-31 04:00:00,1.649,1008.3,25.0
2022-08-31 05:00:00,1.447,1008.2,25.0
2022-08-31 06:00:00,1.062,1007.9,24.9
2022-08-31 07:00:00,0.679,1008.1,24.9
2022-08-31 08:00:00,0.453,1008.3,24.9
2022-08-31 09:00:00,0.266,1008.4,24.9
2022-08-31 10:00:00,0.242,1008.6,24.9
2022-08-31 11:00:00,0.471,1009.1,25.0
2022-08-31 12:00:00,0.846,1009.6,25.0
2022-08-31 13:00:00,1.242,1009.5,25.1
2022-08-31 14:00:00,1.522,1009.8,25.1
2022-08-31 15:00:00,1.683,1009.6,25.1
2022-08-31 16:00:00,1.702,1009.6,25.1
2022-08-31 17:00:00,1.568,1009.0,25.0
2022-08-31 18:00:00,1.251,1008.9,25.1
2022-08-31 19:00:00,0.862,1008.8,25.1
2022-08-31 20:00:00,0.582,1008.7,25.2
2022-08-31 21:00:00,0.357,1008.8,25.2
2022-08-31 22:00:00,0.216,1009.2,25.2
2022-08-31 23:00:00,0.375,1009.8,25.1
2022-09-01 00:00:00,0.75,1010.3,25.1
2022-09-01 01:00:00,1.11,1010.8,25.1
2022-09-01 02:00:00,1.346,1011.1,25.1
2022-09-01 03:00:00,1.463,1011.3,25.1
2022-09-01 04:00:00,1.525,1011.4,25.0
2022-09-01 05:00:00,1.474,1011.6,25.0
2022-09-01 06:00:00,1.23,1011.7,24.9
2022-09-01 07:00:00,0.884,1011.5,24.9
2022-09-01 08:00:00,0.545,1011.8,24.9
2022-09-01 09:00:00,0.339,1012.1,24.8
2022-09-01 10:00:00,0.2,1012.7,24.8
2022-09-01 11:00:00,0.239,1013.1,24.8
2022-09-01 12:00:00,0.515,1013.7,24.8
2022-09-01 13:00:00,0.922,1013.8,24.9
2022-09-01 14:00:00,1.3,1013.8,25.1
2022-09-01 15:00:00,1.527,1014.0,25.1
2022-09-01 16:00:00,1.652,1013.9,25.0
2022-09-01 17:00:00,1.658,1013.6,25.2
2022-09-01 18:00:00,1.444,1013.3,25.3
2022-09-01 19:00:00,1.125,1013.3,25.1
2022-09-01 20:00:00,0.779,1013.2,25.2
2022-09-01 21:00:00,0.546,1013.2,25.3
2022-09-01 22:00:00,0.368,1013.7,25.2
2022-09-01 23:00:00,0.25,1014.3,25.1
2022-09-02 00:00:00,0.379,1015.2,25.0
2022-09-02 01:00:00,0.703,1016.3,25.0
2022-09-02 02:00:00,1.019,1017.4,25.0
2022-09-02 03:00:00,1.243,1017.9,25.0
2022-09-02 04:00:00,1.375,1018.4,25.0
2022-09-02 05:00:00,1.468,1019.2,24.9
2022-09-02 06:00:00,1.337,1019.8,24.8
2022-09-02 07:00:00,1.093,1020.3,24.8
2022-09-02 08:00:00,0.758,1021.0,24.9
2022-09-02 09:00:00,0.495,1021.9,24.7
2022-09-02 10:00:00,0.356,1022.7,24.6
2022-09-02 11:00:00,0.302,1023.5,24.6
2022-09-02 12:00:00,0.406,1024.1,24.6
2022-09-02 13:00:00,0.728,1024.6,24.7
2022-09-02 14:00:00,1.087,1024.7,24.7
2022-09-02 15:00:00,1.377,1025.1,24.8
2022-09-02 16:00:00,1.604,1024.9,24.9
2022-09-02 17:00:00,1.761,1024.7,24.9
2022-09-02 18:00:00,1.746,1024.8,24.9
2022-09-02 19:00:00,1.487,1024.7,24.8
2022-09-02 20:00:00,1.164,1024.2,24.9
2022-09-02 21:00:00,0.807,1024.1,24.8
2022-09-02 22:00:00,0.609,1024.8,24.8
2022-09-02 23:00:00,0.423,1024.8,24.9
2022-09-03 00:00:00,0.367,1025.2,24.9
2022-09-03 01:00:00,0.501,1025.4,24.8
2022-09-03 02:00:00,0.759,1025.4,24.7
2022-09-03 03:00:00,1.042,1025.3,24.7
2022-09-03 04:00:00,1.277,1025.5,24.7
2022-09-03 05:00:00,1.416,1025.5,24.7
2022-09-03 06:00:00,1.465,1025.2,24.6
2022-09-03 07:00:00,1.296,1025.2,24.5
2022-09-03 08:00:00,1.007,1025.4,24.5
2022-09-03 09:00:00,0.695,1025.6,24.5
2022-09-03 10:00:00,0.491,1025.7,24.5
2022-09-03 11:00:00,0.344,1026.3,24.4
2022-09-03 12:00:00,0.249,1026.5,24.5
2022-09-03 13:00:00,0.346,1026.2,24.5
2022-09-03 14:00:00,0.651,1026.2,24.7
2022-09-03 15:00:00,1.004,1026.0,24.7
2022-09-03 16:00:00,1.312,1025.6,24.7
2022-09-03 17:00:00,1.54,1024.9,24.7
2022-09-03 18:00:00,1.669,1024.6,24.8
2022-09-03 19:00:00,1.617,1024.0,24.8
2022-09-03 20:00:00,1.378,1023.1,24.8
2022-09-03 21:00:00,1.082,1023.0,24.7
2022-09-03 22:00:00,0.75,1022.6,24.6
2022-09-03 23:00:00,0.539,1022.4,24.6
2022-09-04 00:00:00,0.372,1022.2,24.6
2022-09-04 01:00:00,0.327,1022.2,24.7
2022-09-04 02:00:00,0.48,1022.1,24.7
2022-09-04 03:00:00,0.705,1022.3,24.6
2022-09-04 04:00:00,0.953,1022.4,24.6
2022-09-04 05:00:00,1.181,1022.3,24.5
2022-09-04 06:00:00,1.349,1021.8,24.5
2022-09-04 07:00:00,1.398,1021.6,24.5
2022-09-04 08:00:00,1.221,1021.5,24.5
2022-09-04 09:00:00,0.974,1021.2,24.4
2022-09-04 10:00:00,0.728,1021.1,24.4
2022-09-04 11:00:00,0.541,1021.3,24.4
2022-09-04 12:00:00,0.382,1021.4,24.4
2022-09-04 13:00:00,0.291,1021.3,24.4
2022-09-04 14:00:00,0.359,1021.0,24.5
2022-09-04 15:00:00,0.666,1020.8,24.7
2022-09-04 16:00:00,1.042,1020.3,24.6
2022-09-04 17:00:00,1.362,1019.5,24.7
2022-09-04 18:00:00,1.573,1019.0,24.5
2022-09-04 19:00:00,1.671,1018.3,24.6
2022-09-04 20:00:00,1.621,1017.8,24.5
2022-09-04 21:00:00,1.41,1017.8,24.5
2022-09-04 22:00:00,1.149,1017.9,24.5
2022-09-04 23:00:00,0.827,1017.8,24.5
2022-09-05 00:00:00,0.612,1018.1,24.5
2022-09-05 01:00:00,0.387,1018.8,24.7
2022-09-05 02:00:00,0.233,1018.4,24.7
2022-09-05 03:00:00,0.299,1019.2,24.7
2022-09-05 04:00:00,0.568,1019.1,24.7
2022-09-05 05:00:00,0.877,1018.7,24.7
2022-09-05 06:00:00,1.194,1018.2,24.4
2022-09-05 07:00:00,1.365,1018.2,24.5
2022-09-05 08:00:00,1.379,1018.4,24.5
2022-09-05 09:00:00,1.223,1018.7,24.5
2022-09-05 10:00:00,1.039,1018.7,24.5
2022-09-05 11:00:00,0.78,1019.4,24.4
2022-09-05 12:00:00,0.594,1019.7,24.4
2022-09-05 13:00:00,0.433,1019.7,24.5
2022-09-05 14:00:00,0.34,1019.6,24.6
2022-09-05 15:00:00,0.403,1019.7,24.8
2022-09-05 16:00:00,0.672,1019.3,25.0
2022-09-05 17:00:00,1.017,1018.8,25.0
2022-09-05 18:00:00,1.384,1018.5,24.7
2022-09-05 19:00:00,1.628,1017.9,24.7
2022-09-05 20:00:00,1.757,1017.5,24.7
2022-09-05 21:00:00,1.719,1017.5,24.6
2022-09-05 22:00:00,1.517,1017.3,24.7
2022-09-05 23:00:00,1.255,1016.9,24.6
2022-09-06 00:00:00,0.927,1017.2,24.5
2022-09-06 01:00:00,0.681,1017.8,24.7
2022-09-06 02:00:00,0.433,1017.9,24.8
2022-09-06 03:00:00,0.267,1017.6,24.7
2022-09-06 04:00:00,0.314,1017.7,24.7
2022-09-06 05:00:00,0.598,1017.4,24.8
2022-09-06 06:00:00,0.913,1016.8,24.7
2022-09-06 07:00:00,1.232,1016.4,24.5
2022-09-06 08:00:00,1.412,1016.0,24.6
2022-09-06 09:00:00,1.48,1015.8,24.5
2022-09-06 10:00:00,1.419,1015.9,24.5
2022-09-06 11:00:00,1.249,1016.1,24.5
2022-09-06 12:00:00,0.969,1016.0,24.5
2022-09-06 13:00:00,0.707,1016.1,24.5
2022-09-06 14:00:00,0.503,1015.8,24.5
2022-09-06 15:00:00,0.382,1016.2,24.6
2022-09-06 16:00:00,0.417,1016.0,24.6
2022-09-06 17:00:00,0.706,1015.4,24.6
2022-09-06 18:00:00,1.108,1015.5,24.6
2022-09-06 19:00:00,1.491,1015.3,24.7
2022-09-06 20:00:00,1.74,1015.3,24.7
2022-09-06 21:00:00,1.856,1015.2,24.5
2022-09-06 22:00:00,1.867,1015.4,24.4
2022-09-06 23:00:00,1.761,1015.5,24.4
2022-09-07 00:00:00,1.514,1015.7,24.4
2022-09-07 01:00:00,1.116,1016.4,24.4
2022-09-07 02:00:00,0.79,1016.5,24.3
2022-09-07 03:00:00,0.469,1016.5,24.4
2022-09-07 04:00:00,0.304,1016.1,24.4
2022-09-07 05:00:00,0.394,1016.1,24.4
2022-09-07 06:00:00,0.765,1015.7,24.4
2022-09-07 07:00:00,1.139,1015.5,24.4
2022-09-07 08:00:00,1.422,1015.4,24.5
2022-09-07 09:00:00,1.597,1015.6,24.5
2022-09-07 10:00:00,1.713,1015.6,24.4
2022-09-07 11:00:00,1.673,1016.0,24.3
2022-09-07 12:00:00,1.487,1016.2,24.2
2022-09-07 13:00:00,1.209,1016.3,24.2
2022-09-07 14:00:00,0.935,1016.6,24.2
2022-09-07 15:00:00,0.683,1016.5,24.2
2022-09-07 16:00:00,0.494,1016.3,24.3
2022-09-07 17:00:00,0.45,1016.1,24.3
2022-09-07 18:00:00,0.687,1015.8,24.3
2022-09-07 19:00:00,1.079,1015.2,24.3
2022-09-07 20:00:00,1.53,1014.6,24.4
2022-09-07 21:00:00,1.853,1014.5,24.3
2022-09-07 22:00:00,2.031,1014.5,24.2
2022-09-07 23:00:00,2.079,1014.5,24.2
2022-09-08 00:00:00,1.884,1014.5,24.1
2022-09-08 01:00:00,1.555,1014.8,24.0
2022-09-08 02:00:00,1.092,1014.8,24.0
2022-09-08 03:00:00,0.778,1014.7,23.9
2022-09-08 04:00:00,0.5,1014.3,24.0
2022-09-08 05:00:00,0.331,1014.2,24.0
2022-09-08 06:00:00,0.378,1014.1,24.1
2022-09-08 07:00:00,0.699,1013.7,24.1
2022-09-08 08:00:00,1.068,1013.6,24.1
2022-09-08 09:00:00,1.439,1013.7,24.2
2022-09-08 10:00:00,1.723,1013.7,24.1
2022-09-08 11:00:00,1.868,1014.1,24.0
2022-09-08 12:00:00,1.764,1014.1,23.9
2022-09-08 13:00:00,1.498,1013.8,23.9
2022-09-08 14:00:00,1.127,1013.7,23.9
2022-09-08 15:00:00,0.82,1013.6,23.9
2022-09-08 16:00:00,0.56,1013.6,24.0
2022-09-08 17:00:00,0.37,1013.3,24.1
2022-09-08 18:00:00,0.35,1013.0,24.2
2022-09-08 19:00:00,0.628,1012.6,24.2
2022-09-08 20:00:00,1.134,1012.0,24.2
2022-09-08 21:00:00,1.589,1011.6,24.2
2022-09-08 22:00:00,1.896,1011.8,24.1
2022-09-08 23:00:00,2.105,1012.2,24.0
2022-09-09 00:00:00,2.135,1012.8,24.0
2022-09-09 01:00:00,1.897,1013.5,23.7
2022-09-09 02:00:00,1.496,1013.6,23.8
